Transaction_ID,Date,Customer_ID,Merchant_Name,Transaction_Amount,Payment_Method,Transaction_Status,Location
T2439,2025-11-16,C154,Myntra,4465.53,Credit Card,Success,Mumbai
T2440,2025-11-16,C198,BigBasket,5503.4,Net Banking,Success,Mumbai
T2441,2025-11-16,C163,Amazon,6235.22,Debit Card,Success,Bangalore
T2442,2025-11-17,C177,Swiggy,7401.4,Debit Card,Success,Chennai
T2443,2025-11-17,C123,Swiggy,9224.68,UPI,Success,Chennai
T2444,2025-11-17,C145,BigBasket,4560.71,Credit Card,Success,Chennai
T2445,2025-11-17,C164,Flipkart,105.62,Net Banking,Success,Kolkata
T2446,2025-11-17,C140,Amazon,418.28,Debit Card,Success,Bangalore
T2447,2025-11-18,C159,BigBasket,1756.91,UPI,Pending,Mumbai
T2448,2025-11-18,C173,Swiggy,4181.36,UPI,Success,Mumbai
T2449,2025-11-18,C103,BigBasket,5052.08,Net Banking,Success,Mumbai
T2450,2025-11-19,C154,BigBasket,2940.23,Net Banking,Success,Mumbai
T2451,2025-11-19,C113,Swiggy,9935.87,Debit Card,Failed,Delhi
T2452,2025-11-19,C177,Myntra,8613.71,Debit Card,Failed,Kolkata
T2453,2025-11-19,C131,Myntra,8345.09,Debit Card,Success,Bangalore
T2454,2025-11-20,C103,BigBasket,9851.96,Credit Card,Success,Bangalore
T2455,2025-11-20,C148,Myntra,3276.42,Debit Card,Success,Chennai
T2456,2025-11-20,C119,Amazon,6403.04,UPI,Success,Chennai
T2457,2025-11-20,C157,Myntra,3373.7,Debit Card,Pending,Delhi
T2458,2025-11-21,C139,BigBasket,2355.89,UPI,Success,Bangalore
T2459,2025-11-21,C190,Flipkart,3231.98,Net Banking,Success,Kolkata
T2460,2025-11-21,C169,BigBasket,742.97,UPI,Success,Bangalore
T2461,2025-11-21,C171,BigBasket,8503.04,Net Banking,Success,Chennai
T2462,2025-11-22,C132,Amazon,4484.23,UPI,Success,Delhi
T2463,2025-11-22,C133,BigBasket,209.07,Debit Card,Failed,Delhi
T2464,2025-11-22,C162,Amazon,1585.39,Credit Card,Pending,Kolkata
T2465,2025-11-22,C137,Swiggy,6034.33,Credit Card,Success,Bangalore
T2466,2025-11-23,C186,BigBasket,3660.7,UPI,Success,Mumbai
T2467,2025-11-23,C178,Flipkart,7142.95,UPI,Success,Kolkata
T2468,2025-11-23,C197,Amazon,6143.0,Debit Card,Pending,Chennai
T2469,2025-11-23,C191,Myntra,1117.7,Debit Card,Success,Mumbai
T2470,2025-11-24,C109,Myntra,521.26,Credit Card,Pending,Kolkata
T2471,2025-11-24,C156,Amazon,1849.0,Net Banking,Failed,Bangalore
T2472,2025-11-24,C197,Myntra,9302.77,Debit Card,Failed,Delhi
T2473,2025-11-24,C123,BigBasket,219.31,Credit Card,Failed,Mumbai
T2474,2025-11-25,C155,Myntra,5548.2,Credit Card,Success,Delhi
T2475,2025-11-25,C198,Flipkart,6185.89,Debit Card,Success,Mumbai
T2476,2025-11-25,C122,Amazon,7423.72,Net Banking,Pending,Mumbai
T2477,2025-11-26,C127,BigBasket,4777.44,Debit Card,Success,Chennai
T2478,2025-11-26,C147,BigBasket,7357.93,Net Banking,Success,Kolkata
T2479,2025-11-26,C128,Myntra,4692.83,Debit Card,Success,Bangalore
T2480,2025-11-26,C110,Myntra,8609.66,Debit Card,Success,Kolkata
T2481,2025-11-26,C107,Myntra,6224.74,UPI,Success,Bangalore
T2482,2025-11-27,C109,Swiggy,1590.92,Credit Card,Success,Mumbai
T2483,2025-11-27,C124,BigBasket,805.32,UPI,Success,Mumbai
T2484,2025-11-27,C146,Flipkart,3416.96,UPI,Success,Mumbai
T2485,2025-11-28,C193,BigBasket,4519.26,Credit Card,Success,Bangalore
T2486,2025-11-28,C127,Flipkart,8862.42,Debit Card,Success,Chennai
T2487,2025-11-28,C158,Flipkart,6906.59,Net Banking,Success,Delhi
T2488,2025-11-28,C176,Flipkart,4466.67,Debit Card,Success,Chennai
T2489,2025-11-29,C158,Amazon,6182.42,Net Banking,Success,Kolkata
T2490,2025-11-29,C169,Swiggy,236.4,Net Banking,Success,Kolkata
T2491,2025-11-29,C176,Myntra,8122.0,UPI,Success,Bangalore
T2492,2025-11-30,C131,Amazon,316.13,Debit Card,Success,Chennai
T2493,2025-11-30,C139,Amazon,1092.85,Net Banking,Failed,Mumbai
T2494,2025-11-30,C141,Flipkart,6053.59,Net Banking,Success,Mumbai
T2495,2025-11-30,C140,Swiggy,6360.32,UPI,Failed,Bangalore
T2496,2025-12-01,C178,Myntra,5515.18,UPI,Success,Mumbai
T2497,2025-12-01,C162,Flipkart,260.68,Credit Card,Success,Delhi
T2498,2025-12-01,C198,Amazon,4850.01,UPI,Failed,Kolkata
T2499,2025-12-01,C180,Flipkart,612.04,Net Banking,Failed,Bangalore
T2500,2025-12-01,C113,Swiggy,997.95,Debit Card,Success,Delhi
T2501,2025-12-02,C161,Amazon,9714.24,Credit Card,Success,Kolkata
T2502,2025-12-02,C175,BigBasket,4537.7,Net Banking,Success,Kolkata
T2503,2025-12-02,C102,Myntra,5354.16,Credit Card,Success,Bangalore
T2504,2025-12-02,C129,Myntra,407.59,UPI,Success,Kolkata
T2505,2025-12-02,C167,Swiggy,1895.08,Debit Card,Success,Mumbai
T2506,2025-12-03,C106,Amazon,7195.84,UPI,Success,Mumbai
T2507,2025-12-03,C170,Flipkart,5762.31,Credit Card,Success,Delhi
T2508,2025-12-03,C155,Amazon,485.9,UPI,Success,Chennai
T2509,2025-12-03,C138,BigBasket,7496.4,Net Banking,Success,Kolkata
T2510,2025-12-04,C155,BigBasket,6104.67,Net Banking,Success,Mumbai
T2511,2025-12-04,C100,BigBasket,3481.23,Debit Card,Success,Delhi
T2512,2025-12-04,C165,Amazon,1861.33,UPI,Success,Mumbai
T2513,2025-12-04,C144,BigBasket,2719.29,UPI,Success,Delhi
T2514,2025-12-04,C146,Myntra,2811.67,Credit Card,Success,Delhi
T2515,2025-12-05,C118,BigBasket,3913.16,UPI,Success,Kolkata
T2516,2025-12-05,C141,Myntra,349.53,Net Banking,Success,Kolkata
T2517,2025-12-05,C146,Amazon,9292.41,Credit Card,Success,Mumbai
T2518,2025-12-06,C126,Myntra,7762.0,Net Banking,Success,Mumbai
T2519,2025-12-06,C180,BigBasket,4400.06,Net Banking,Success,Mumbai
T2520,2025-12-06,C140,Myntra,9299.5,UPI,Failed,Delhi
T2521,2025-12-06,C143,Swiggy,1023.38,UPI,Success,Mumbai
T2522,2025-12-07,C125,Swiggy,6063.86,Credit Card,Success,Kolkata
T2523,2025-12-07,C110,Swiggy,4200.36,UPI,Success,Mumbai
T2524,2025-12-07,C143,Amazon,3988.08,UPI,Success,Delhi
T2525,2025-12-07,C179,Flipkart,8948.06,UPI,Pending,Mumbai
T2526,2025-12-07,C141,Swiggy,4235.66,Debit Card,Pending,Kolkata
T2527,2025-12-08,C178,Flipkart,3584.11,Debit Card,Success,Chennai
T2528,2025-12-08,C108,BigBasket,2641.55,Debit Card,Success,Bangalore
T2529,2025-12-08,C151,BigBasket,8397.55,Net Banking,Pending,Delhi
T2530,2025-12-08,C190,Flipkart,8200.45,UPI,Success,Chennai
T2531,2025-12-09,C147,BigBasket,5682.24,Net Banking,Pending,Kolkata
T2532,2025-12-09,C199,Myntra,8177.42,Debit Card,Success,Chennai
T2533,2025-12-09,C123,Myntra,6662.95,UPI,Success,Kolkata
T2534,2025-12-10,C113,BigBasket,1941.15,UPI,Success,Kolkata
T2535,2025-12-10,C162,Swiggy,4482.29,UPI,Pending,Delhi
T2536,2025-12-10,C175,BigBasket,4607.99,UPI,Success,Bangalore
T2537,2025-12-10,C125,BigBasket,968.82,Credit Card,Failed,Delhi
T2538,2025-12-10,C169,BigBasket,3215.7,UPI,Success,Kolkata
T2539,2025-12-11,C153,Myntra,8993.92,Net Banking,Success,Chennai
T2540,2025-12-11,C129,Swiggy,483.64,Net Banking,Success,Delhi
T2541,2025-12-11,C162,Amazon,1030.81,Debit Card,Failed,Bangalore
T2542,2025-12-11,C150,Amazon,1451.06,Credit Card,Success,Bangalore
T2543,2025-12-11,C170,BigBasket,3039.0,Debit Card,Success,Chennai
T2544,2025-12-12,C163,Myntra,3920.62,Net Banking,Success,Delhi
T2545,2025-12-12,C186,Swiggy,3942.72,Net Banking,Success,Kolkata
T2546,2025-12-12,C154,Swiggy,3850.79,UPI,Failed,Chennai
T2547,2025-12-12,C182,Amazon,9107.0,Credit Card,Success,Mumbai
T2548,2025-12-13,C195,BigBasket,9868.45,Debit Card,Pending,Delhi
T2549,2025-12-13,C110,Amazon,1352.98,Debit Card,Success,Delhi
T2550,2025-12-13,C187,Flipkart,8706.68,Debit Card,Success,Bangalore
T2551,2025-12-13,C194,Amazon,8440.3,Credit Card,Success,Delhi
T2552,2025-12-13,C104,Flipkart,2241.07,Debit Card,Success,Mumbai
T2553,2025-12-14,C108,Amazon,1962.23,Credit Card,Success,Kolkata
T2554,2025-12-14,C186,Myntra,1026.47,UPI,Success,Bangalore
T2555,2025-12-14,C130,Flipkart,2993.88,Net Banking,Success,Bangalore
T2556,2025-12-14,C171,Swiggy,3145.52,Debit Card,Success,Kolkata
T2557,2025-12-15,C175,Swiggy,148.09,Net Banking,Success,Bangalore
T2558,2025-12-15,C101,Myntra,4769.24,Credit Card,Success,Bangalore
T2559,2025-12-15,C197,Flipkart,5264.97,UPI,Success,Kolkata
T2560,2025-12-16,C114,BigBasket,9950.59,Credit Card,Success,Delhi
T2561,2025-12-16,C142,Flipkart,3585.99,Net Banking,Success,Kolkata
T2562,2025-12-16,C159,Swiggy,5013.26,Debit Card,Pending,Bangalore
T2563,2025-12-16,C174,Flipkart,4092.41,Debit Card,Success,Delhi
T2564,2025-12-17,C121,Myntra,2061.37,Net Banking,Success,Chennai
T2565,2025-12-17,C151,BigBasket,3829.68,Debit Card,Success,Kolkata
T2566,2025-12-17,C189,Swiggy,6928.64,UPI,Success,Bangalore
T2567,2025-12-17,C170,Amazon,784.49,Debit Card,Pending,Mumbai
T2568,2025-12-18,C123,Swiggy,2951.79,Net Banking,Pending,Mumbai
T2569,2025-12-18,C154,BigBasket,8371.75,Net Banking,Success,Delhi
T2570,2025-12-18,C196,Flipkart,8550.94,Debit Card,Pending,Kolkata
T2571,2025-12-19,C195,Myntra,4940.09,Credit Card,Success,Bangalore
T2572,2025-12-19,C121,Amazon,8323.97,Net Banking,Success,Kolkata
T2573,2025-12-19,C180,Flipkart,6685.62,Credit Card,Success,Mumbai
T2574,2025-12-19,C113,BigBasket,3729.15,UPI,Success,Kolkata
T2575,2025-12-19,C145,Amazon,3124.26,UPI,Success,Bangalore
T2576,2025-12-20,C178,Flipkart,8733.83,Net Banking,Success,Mumbai
T2577,2025-12-20,C176,Swiggy,8491.9,Net Banking,Success,Kolkata
T2578,2025-12-20,C122,Flipkart,567.78,UPI,Failed,Mumbai
T2579,2025-12-20,C113,Flipkart,7505.9,Net Banking,Success,Delhi
T2580,2025-12-21,C146,BigBasket,208.25,UPI,Pending,Delhi
T2581,2025-12-21,C154,BigBasket,1975.96,UPI,Success,Kolkata
T2582,2025-12-21,C190,Swiggy,7943.48,Debit Card,Success,Chennai
T2583,2025-12-21,C172,Myntra,2547.94,Credit Card,Pending,Mumbai
T2584,2025-12-22,C179,Myntra,9326.25,Debit Card,Failed,Mumbai
T2585,2025-12-22,C151,Amazon,5420.63,Credit Card,Success,Chennai
T2586,2025-12-22,C136,Myntra,5323.6,Net Banking,Failed,Delhi
T2587,2025-12-23,C138,Flipkart,7676.68,Net Banking,Success,Delhi
T2588,2025-12-23,C155,BigBasket,779.35,Debit Card,Success,Bangalore
T2589,2025-12-23,C114,Myntra,8299.16,Credit Card,Success,Bangalore
T2590,2025-12-23,C171,Amazon,7003.01,UPI,Failed,Delhi
T2591,2025-12-23,C171,Flipkart,4427.57,Debit Card,Success,Kolkata
T2592,2025-12-24,C151,Flipkart,2103.81,Debit Card,Pending,Chennai
T2593,2025-12-24,C185,Amazon,585.83,UPI,Pending,Chennai
T2594,2025-12-24,C146,Amazon,6607.61,Debit Card,Success,Mumbai
T2595,2025-12-24,C152,Swiggy,6285.13,Credit Card,Success,Chennai
T2596,2025-12-24,C125,Flipkart,2804.25,Credit Card,Success,Chennai
T2597,2025-12-25,C124,Myntra,5963.52,Net Banking,Success,Delhi
T2598,2025-12-25,C161,BigBasket,5975.22,Credit Card,Pending,Kolkata
T2599,2025-12-25,C162,Swiggy,8654.67,UPI,Pending,Kolkata
T2600,2025-12-25,C123,Myntra,598.76,UPI,Pending,Kolkata
T2601,2025-12-26,C156,Myntra,9447.02,UPI,Success,Chennai
T2602,2025-12-26,C101,Flipkart,3449.22,Net Banking,Success,Bangalore
T2603,2025-12-26,C185,Swiggy,8046.78,Debit Card,Success,Delhi
T2604,2025-12-27,C174,Flipkart,604.35,UPI,Failed,Bangalore
T2605,2025-12-27,C196,Swiggy,5567.31,Debit Card,Success,Mumbai
T2606,2025-12-27,C191,Swiggy,435.39,UPI,Success,Mumbai
T2607,2025-12-27,C174,Amazon,2844.26,Credit Card,Success,Chennai
T2608,2025-12-27,C101,Swiggy,5370.91,Credit Card,Pending,Bangalore
T2609,2025-12-28,C100,Amazon,1282.54,UPI,Success,Delhi
T2610,2025-12-28,C193,BigBasket,1543.74,Net Banking,Success,Kolkata
T2611,2025-12-28,C154,Myntra,1715.75,UPI,Success,Chennai
T2612,2025-12-28,C125,Swiggy,9130.83,UPI,Failed,Delhi
T2613,2025-12-29,C155,BigBasket,6349.73,Credit Card,Pending,Mumbai
T2614,2025-12-29,C114,Amazon,263.17,Debit Card,Failed,Bangalore
T2615,2025-12-29,C171,Flipkart,3835.09,Credit Card,Pending,Bangalore
T2616,2025-12-30,C193,Amazon,4426.19,Debit Card,Success,Kolkata
T2617,2025-12-30,C189,Amazon,3815.25,Net Banking,Pending,Bangalore
T2618,2025-12-30,C194,Myntra,3010.21,Debit Card,Pending,Chennai
T2619,2025-12-30,C159,Swiggy,9505.02,UPI,Success,Kolkata
T2620,2025-12-31,C181,Myntra,4690.83,UPI,Success,Bangalore
T2621,2025-12-31,C194,Swiggy,7492.64,Debit Card,Pending,Mumbai
T2622,2025-12-31,C188,Myntra,508.41,UPI,Success,Chennai
T2623,2025-12-31,C169,Flipkart,256.45,Credit Card,Success,Mumbai
T2624,2025-12-31,C146,Amazon,5497.53,Credit Card,Success,Kolkata
